"X","Date","TweetID","Text","BTC.Price","User.Location","User.follower.count","UserFollowingCount","User.Verified","Quote.Status.","AccountCreationDate","Default.Profile.Theme.","DefaultProfileImage","TotalAccountLikes","Subjectivity","Polarity"
5,"07/16/2021",1416172575516942336," The best way to future-proof yourself is to buy Bitcoin You can’t go wrong with Bitcoin investment if you have a long term mindset.Anyway thankful to  his tweets and predictions has been helpful so far in the field.Bitcoin",31594.25,"United States of America",413,995,"False","False","2015-06-05 08:12:36","True","False",995,0.65,0.1375
16,"07/16/2021",1416172543229190144,"Nothing better that spitting on a loser’s face while he is laying on the floor and saying thanks every secondFindom • Femdom • Domme • Goddess • Slave • Toilet Slave • Crypto Slave • Bitcoin • Finsub • HumanATM ••",31594.25,"United States of America",421,182,"False","False","2020-06-18 19:49:33","True","False",182,0.233333333333333,0.222222222222222
17,"07/16/2021",1416172542956642304,"Shorting everything against bitcoin Everything else is a distraction from the greatest invention of our time.",31594.25,"Dayton, OH",691,1381,"False","False","2012-01-10 20:44:10","True","False",1381,1,1
18,"07/16/2021",1416172542264594432," I'm more of an altcoin guy, but Bitcoin has it's spot in my heart.",31594.25,"Moon",461,753,"False","False","2017-12-23 20:59:01","False","False",753,0.5,0.5
26,"07/16/2021",1416172512052981760,"  what’s all the negative talk about binance? FUD? Binance Bitcoin",31594.25,"Thailand",371,575,"False","False","2018-10-23 03:35:33","True","False",575,0.4,-0.3
34,"07/16/2021",1416172478414663680,"I am a pugnacious old pooch-with prowess I guard my man's hooch,when the master comes homehe throws me a bone-but I'd prefer a poodle to smooch!PoodlParty poodl poem bitcoin BSCGem ",31594.25,"Deutschland 🇩🇪      日本 🇯🇵 ",162,150,"False","False","2010-08-06 12:45:41","False","False",150,0.2,0.1
36,"07/16/2021",1416172469703127040,"Major U.S. City Mayor Advocates Bitcoin As A Fix For Inflation: ",31594.25,"Canada",404,366,"False","False","2008-09-15 14:40:57","False","False",366,0.5,0.0625
43,"07/16/2021",1416172445535404032,"Buy Crypto With Your Credit Card / Fast Crypto Exchange  Bitcoin BTC ETH XRP Crypto 19:06 ",31594.25,"",10273,3327,"False","False","2013-12-05 23:34:07","True","False",3327,0.6,0.2
45,"07/16/2021",1416172440082862080,"  Kevin was talking about Bitcoin Britain’s nothing burger at 1T market cap. The vision he had for BTC is exactly that of XRP. That’s why I’m all in on XRP not BTC",31594.25,"",147,400,"False","False","2015-10-17 00:53:53","True","False",400,0.25,0.25
57,"07/16/2021",1416172407312748544," The best way to future-proof yourself is to buy Bitcoin You can’t go wrong with Bitcoin investment if you have a long term mindset.Anyway thankful to  his tweets and predictions has been helpful so far in the field.Bitcoin",31594.25,"United States of America",413,995,"False","False","2015-06-05 08:12:36","True","False",995,0.65,0.1375
60,"07/16/2021",1416172394998378496,"Retail Traders Pile On Shorts, Is This The Bitcoin Bottom?: Author – Best Owie  Published By FeedzyBitc bitcoin ",31594.25,"",1693,1248,"False","False","2015-05-21 12:03:39","True","False",1248,0.3,1
65,"07/16/2021",1416172379303186432,"Major U.S. City Mayor Advocates Bitcoin As A Fix For Inflation crypto cryptocurrency blockchain bitcoin ethereum antifud fightfomo ",31594.25,"United States of America",4436,5008,"False","False","2009-06-17 15:05:02","False","False",5008,0.5,0.0625
67,"07/16/2021",1416172377399087104,"linkedin twitter facebook instagram tiktok socialmedia tumblr dogecoin deal gift gifts giftshop giftideas shop shopping affiliatemarketing bitcoin popcorn Enjoy $10 off Orders of $50+ - Use code IR10 - ",31594.25,"United States of America",67624,6663,"False","False","2012-06-25 04:38:20","False","False",6663,0.5,0.4
68,"07/16/2021",1416172373368266752,"It's is never too late to join the move , so many out there still have some doubts because of wrong information and what's they've heard give yourself a trial and make it really BIG Is bitcoin Ponzi? Don't stay blind while other are moving on with life.",31594.25,"United States of America",14068,12515,"False","False","2010-05-02 16:25:36","False","False",12515,0.523611111111111,-0.154166666666667
81,"07/16/2021",1416172345014771712,"The Coming Rise And Fall Of Central Bank Digital CurrenciesDigital currencies are quickly gaining traction in the world; but Bitcoin is poised to maintain superior incentives.Written by Ammar Naseer",31594.25,"DM's open for submissions",1160420,511,"True","False","2011-08-24 15:14:54","False","False",511,0.4125,0.258333333333333
90,"07/16/2021",1416172324278112256,"New project aims to bring global crypto miners to Russia: Russian crypto advocates are already collaborating with a consortium including some of China’s largest crypto…   |   |  cryptocurrency Bitcoin Forex ",31594.25,"",6985,15976,"False","False","2015-10-13 01:53:50","False","False",15976,0.151515151515152,0.0454545454545454
