"X","Date","TweetID","Text","BTC.Price","User.Location","User.follower.count","UserFollowingCount","User.Verified","Quote.Status.","AccountCreationDate","Default.Profile.Theme.","DefaultProfileImage","TotalAccountLikes","Subjectivity","Polarity"
3,"07/02/2021",1411099325514518528," Yes, of course. What’s the Bitcoin good for if not buying your freedom? 25% of the stack is a steal",33659.8,"this hill",560,1214,"False","False","2011-10-02 02:13:03","True","False",1214,0.6,0.7
12,"07/02/2021",1411099274973265920,"The latest The Electric Cars are Here! Daily!  Thanks to   bitcoin f1",33659.8,"Den Haag, Nederland",63,273,"False","False","2010-03-09 16:56:00","True","False",273,0.366666666666667,0.275
13,"07/02/2021",1411099274306371584,"Hey  I recall you said  is ""one of the great philosophers of our time"", during firechat with him.Curious to know if you still hold this opinion, after his latest turnarounds (re: covid and bitcoin)",33659.8,"Milano, Italy",317,362,"False","False","2013-07-24 17:21:18","True","False",362,0.825,0.65
18,"07/02/2021",1411099264453910528,"The  of  Guriji Generation  Original Mint is mine️NFTartwork  purchased today from   HODLING Glizzycoin as I dive further into the Glizzyverse storylineGLIZZY Ethereum Dogecoin Bitcoin BinanceSmartChain digitalartwork ",33659.8,"☾     🔭𖨆♡  #SAFEMOON",60,181,"False","False","2019-02-05 13:11:05","True","False",181,0.625,0.1875
25,"07/02/2021",1.411099256686e+18,"  For all those who are new to this working from home Bitcoin trading options Here's a little tip:Get a trusted Bitcoin expert and stick to her  Invest and play at similar times each day.Because :In times of chaos, your investment is your anchor to success",33659.8,"United Kingdom",3665,3402,"False","False","2020-03-28 04:43:39","True","False",3402,0.338636363636364,0.0622159090909091
47,"07/02/2021",1411099200230674432," For all those who are new to this working from home Bitcoin trading options Here's a little tip:Get a trusted Bitcoin expert and stick to her  Invest and play at similar times each day.Because :In times of chaos, your investment is your anchor to success",33659.8,"United Kingdom",3666,3402,"False","False","2020-03-28 04:43:39","True","False",3402,0.338636363636364,0.0622159090909091
60,"07/02/2021",1411099172711895040," I’m fucked.",33659.8,"United States of America",10864,11828,"False","False","2019-01-03 23:21:43","True","False",11828,0.7,-0.6
64,"07/02/2021",1411099164285485056,"  For all those who are new to this working from home Bitcoin trading options Here's a little tip:Get a trusted Bitcoin expert and stick to her  Invest and play at similar times each day.Because :In times of chaos, your investment is your anchor to success",33659.8,"United Kingdom",3665,3402,"False","False","2020-03-28 04:43:39","True","False",3402,0.338636363636364,0.0622159090909091
69,"07/02/2021",1411099141237743616,"What the FUCKKKKKK we need to get off this petrodollar bullshit and onto bitcoin as a base layer asapSeriously… FUCK ",33659.8,"United States of America",182,808,"False","True","2010-11-01 08:01:35","False","False",808,0.8,-0.6
70,"07/02/2021",1411099138570309632," For all those who are new to this working from home Bitcoin trading options Here's a little tip:Get a trusted Bitcoin expert and stick to her  Invest and play at similar times each day.Because :In times of chaos, your investment is your anchor to success",33659.8,"United Kingdom",3665,3402,"False","False","2020-03-28 04:43:39","True","False",3402,0.338636363636364,0.0622159090909091
74,"07/02/2021",1411099131481759744,"Mickelson might return to Detroit for good deeds   ️  Bitcoin Sportsbook ",33659.8,"",647,827,"False","False","2016-12-16 21:14:48","False","False",827,0.6,0.7
76,"07/02/2021",1411099125052018688," Raspberry Pi Bitcoin Lightning node Parts: $243 5 minute setup Umbrel is LightningNetwork Send any human 1 sat instantly for free ",33659.8,"United States of America",319,194,"False","False","2019-03-04 01:00:32","True","False",194,0.522222222222222,0.133333333333333
79,"07/02/2021",1411099116290121728,"People all were certain Doge was the biggest meme of this cycle...Then this guy, Mr. Wykoff,  literally plotted the entire 2021 bitcoin chart a century ago. ",33659.8,"",1020,390,"False","False","2020-01-23 02:25:30","True","False",390,0.598214285714286,0.107142857142857
83,"07/02/2021",1411099103530930176,"  This disaster is financed completely by taxes payed in petro-pesos with no return on the investment for the country. Bitcoin fixes this.",33659.8,"",607,2455,"False","False","2013-12-31 23:01:53","False","False",2455,0.4,0.1
84,"07/02/2021",1411099099730960384,"twitter rt post retweet tweet   bitcoin dogecoin affiliatemarketing Check my website for my top recommended travel sites ",33659.8,"United States of America",67416,6200,"False","False","2012-06-25 04:38:20","False","False",6200,0.5,0.5
87,"07/02/2021",1411099093028442112,"  For all those who are new to this working from home Bitcoin trading options Here's a little tip:Get a trusted Bitcoin expert and stick to her  Invest and play at similar times each day.Because :In times of chaos, your investment is your anchor to success",33659.8,"United Kingdom",3666,3402,"False","False","2020-03-28 04:43:39","True","False",3402,0.338636363636364,0.0622159090909091
88,"07/02/2021",1411099092311330816,"  if elonmuskrat does..wont have any effect and who cares?  he's boring and bitcoin gonna do what bitcoin gonna do with or without him",33659.8,"",343,921,"False","False","2011-03-05 00:27:58","True","False",921,1,-1
93,"07/02/2021",1411099082890883072," I'm sure things will be just fine. Who needs  anyway.",33659.8,"Asheville, NC",2063,567,"False","False","2013-09-06 22:38:15","False","False",567,0.694444444444444,0.458333333333333
99,"07/02/2021",1411099070064701440,"  - How's that ""Bitcoin  iS BaD fOr tHe cLiMaTe "" coming? ¯\_(ツ)_/¯ ",33659.8,"21 Bitcoin Avenue, Mars",589,1095,"False","False","2013-02-18 18:51:25","True","False",1095,0.666666666666667,-0.7
100,"07/02/2021",1411099066704953344,"Acts of 1933 1934 1940….Tell me what’s wrong with these acts for crypto .. crypto bitcoin eth xrp ada hbar trx bnb bsc defi         link $btc Go ..",33659.8,"Playa Del Carmen",4464,1127,"False","False","2018-12-07 18:58:39","False","False",1127,0.9,-0.5
105,"07/02/2021",1411099055833239552," The worst part about it is they play super dirty. Like infiltrate their legal and political camps to create a take over. Or some “accident” will happen to him or others in power. These smaller countries need to unite and all roll out bitcoin .",33659.8,"Canada",298,1198,"False","False","2018-07-31 01:59:57","True","False",1198,0.544444444444445,-0.177777777777778
110,"07/02/2021",1411099048602447872," For all those who are new to this working from home Bitcoin trading options Here's a little tip:Get a trusted Bitcoin expert and stick to her  Invest and play at similar times each day.Because :In times of chaos, your investment is your anchor to success",33659.8,"United Kingdom",3666,3402,"False","False","2020-03-28 04:43:39","True","False",3402,0.338636363636364,0.0622159090909091
126,"07/02/2021",1411099015723225088,"    For all those who are new to this working from home Bitcoin trading options Here's a little tip:Get a trusted Bitcoin expert and stick to her  Invest and play at similar times each day.Because :In times of chaos, your investment is your anchor to success",33659.8,"United Kingdom",3665,3402,"False","False","2020-03-28 04:43:39","True","False",3402,0.338636363636364,0.0622159090909091
127,"07/02/2021",1411099012690702336,"The SEC should have approved a bitcoin ETF a long time ago, regulator Peirce says  ",33659.8,"United States of America",17094,7074,"False","False","2011-07-08 14:27:42","False","False",7074,0.5,-0.075
138,"07/02/2021",1411098995410321408,"Eventually, due to the superiority of the Bitcoin network as a monetary asset and network when compared to the USD reserve system, we will live under a Bitcoin Standard. Liberty and freedom will reign supreme. ",33659.8,"A village by the sea",87697,2950,"False","False","2011-09-18 16:08:14","True","False",2950,0.291666666666667,0.00378787878787878
141,"07/02/2021",1411098990335213568,"   For all those who are new to this working from home Bitcoin trading options Here's a little tip:Get a trusted Bitcoin expert and stick to her  Invest and play at similar times each day.Because :In times of chaos, your investment is your anchor to success",33659.8,"United Kingdom",3666,3402,"False","False","2020-03-28 04:43:39","True","False",3402,0.338636363636364,0.0622159090909091
146,"07/02/2021",1411098980486815744,"Bitcoin &amp; Crypto News Rewind LIVE LastWeekInCrypto with   via ",33659.8,"",675,356,"False","False","2019-02-03 03:44:17","True","False",356,0.5,0.136363636363636
157,"07/02/2021",1411098947519664128,"Bitcoin is not a stock. It is money. We can debate how useful it as money but it is a diff asset than one that equates to part ownership of a company. And yes, no stock can be worth 100% of an economy. But BTC could become the  numeraire &amp; the value go up effectively forever. ",33659.8,"United States of America",299,711,"False","True","2011-11-26 19:45:31","True","False",711,0.3,0.4
158,"07/02/2021",1411098938317414400," For all those who are new to this working from home Bitcoin trading options Here's a little tip:Get a trusted Bitcoin expert and stick to her  Invest and play at similar times each day.Because :In times of chaos, your investment is your anchor to success",33659.8,"United Kingdom",3665,3402,"False","False","2020-03-28 04:43:39","True","False",3402,0.338636363636364,0.0622159090909091
165,"07/02/2021",1411098922689437696,"linkedin twitter facebook instagram tiktok socialmedia tumblr dogecoin deal gift gifts giftshop giftideas shop shopping affiliatemarketing bitcoin popcorn Enjoy $10 off Orders of $50+ - Use code IR10 - ",33659.8,"United States of America",67416,6200,"False","False","2012-06-25 04:38:20","False","False",6200,0.5,0.4
181,"07/02/2021",1.411098884584e+18,"Buy Crypto With Your Credit Card / Fast Crypto Exchange  Bitcoin BTC ETH XRP Crypto 19:06 ",33659.8,"",10272,3331,"False","False","2013-12-05 23:34:07","True","False",3331,0.6,0.2
187,"07/02/2021",1411098873695662080,"Where’s the best place to earn yield on your Bitcoin ? Safe secure and high yield?$renBTC and $wBTC on ethereum polygon defi? ?   $matic $bnb bsc ? ",33659.8,"United States of America",1751,4856,"False","False","2017-12-16 18:00:01","False","False",4856,0.485,0.515
190,"07/02/2021",1411098867584671744,"    Spend 30 more minutes learning about Bitcoin.This time focus on lightning.",33659.8,"",488,1040,"False","False","2009-04-07 23:25:06","False","False",1040,0.5,0.5
197,"07/02/2021",1411098851566522368,"Bullish Hodl Bitcoin BTC XRP LTC ADA BNB XVG BAT LOOM ZEC TRX BTT PUNDIX ETN PAC DCN POWRRobert Kiyosaki Advises to Purchase Bitcoin as Safeguard Against Impending Global Economic Crisis ",33659.8,"",568,1085,"False","False","2019-03-13 16:14:00","True","False",1085,0.1,0.1
216,"07/02/2021",1411098801151086592,"    Following Bitcoin &amp; Etherium from early days - the  earlier Generation Blockchains seem(ed) more like experiments. Hedera Hashgraph with various other new generation Crypto technologies are changing this evolution. The potential combined with a longterm strategy are ",33659.8,"Berlin",47,209,"False","False","2009-02-11 21:34:26","False","False",209,0.466193181818182,0.0764204545454545
222,"07/02/2021",1411098779671928832," Every bitcoin transaction can be tracked. Terrible medium for criminal activity. I recommend fiat for that use case.",33659.8,"United States of America",6984,251,"False","False","2009-12-07 18:53:31","True","False",251,0.775,-0.7
230,"07/02/2021",1411098745782079488," Wait no bitcoin mining around to blame it on bitcoin? Come on! You can do better !",33659.8,"",810,512,"False","False","2009-06-22 04:26:06","True","False",512,0.5,0.625
234,"07/02/2021",1411098722872737792," Whether the price of Bitcoin is $10K or $65K, Bitcoin still offers you three fundamental freedoms:- Freedom to send BTC- Freedom to receive BTC- Freedom to HODL BTCCombined, these freedoms allow you to be free to live your life on your own terms.This is priceless.",33659.8,"BSU CHS",765,3826,"False","False","2009-12-07 15:52:50","True","False",3826,0.66,0.447272727272727
240,"07/02/2021",1411098709216022528," Can some miner put a bitcoin mining rig right there pls? They are letting burning free &amp; wasting energy again!",33659.8,"",165,1076,"False","False","2012-09-15 23:40:12","True","False",1076,0.667857142857143,0.392857142857143
244,"07/02/2021",1411098702295363584," I dont know how to call it. Such startups high risk high rewards projects i don't allocate big capital. Thanks to satoshi, CZ, bnb, ada, link and investing in myself, tomorrow's finance is no longer an issue. Hopefully you will achieve that too as we go through all bitcoin cycles",33659.8,"Binance Headquarters",10137,250,"False","False","2020-01-03 01:59:24","True","False",250,0.376,0.104
262,"07/02/2021",1411098651133239296,"  Thanks Dono and sponsor",33659.8,"diantara pepohonan hijau",285,2555,"False","False","2020-11-18 03:39:12","True","False",2555,0.2,0.2
265,"07/02/2021",1411098639120801792,"BullishHodl Bitcoin BTC XRP LTC ADA BNB XVG BAT LOOM ZEC TRX BTT PUNDIX ETN PAC DCN ‘Rich Dad Poor Dad' author Robert Kiyosaki says an epic market crash is coming - and tells investors to buy bitcoin, gold, and silver | Markets Insider ",33659.8,"",567,1084,"False","False","2019-03-13 16:14:00","True","False",1084,0.583333333333333,0.025
269,"07/02/2021",1411098628752437248," ― Bitcoin and other private cryptos are 'a road to financial disaster,' investment manager says   Bet with  via  √",33659.8,"🇺🇸",27947,13365,"False","False","2008-08-25 03:17:30","False","False",13365,0.25,-0.0416666666666667
273,"07/02/2021",1411098623215951872," ― Bitcoin (BTC-USD) Cryptocurrency Went Down By Over 12% In The Last 14 Days   Bet with  via  √",33659.8,"🇺🇸",27947,13365,"False","False","2008-08-25 03:17:30","False","False",13365,0.177777777777778,-0.0777777777777778
299,"07/02/2021",1411098547857076224,"  So in the last week we’ve nuked the ocean and set it on far. All while decrying bitcoin. Can’t wait to see what’s next!",33659.8,"",982,1638,"False","False","2020-12-31 22:08:08","True","False",1638,0.355555555555556,0.0333333333333333
308,"07/02/2021",1411098533533470720,"Out of all the proposals for a satoshi symbol, this still feels the most appropriate to me. Lightning after all is what enables people to send small satoshi payments. It's clean looking, can easily be written and has an 'S' shaped resemblance ",33659.8,"",20278,20062,"False","False","2013-11-27 20:51:39","False","False",20062,0.586666666666667,0.31
311,"07/02/2021",1411098527497863168,"          I see what UR saying. I also think, similar to the run on processors becuz of Bitcoin, the pandemic hastened the idea of flipping books as an investment instead of 4 recreation. I can’t tell U how many people i’ve had come in asking which books R going 2 B “worth something”. *",33659.8,"",6,166,"False","False","2019-12-08 06:59:00","True","False",166,0.333333333333333,0.266666666666667
331,"07/02/2021",1411098489296130048,"     Cool stuff ",33659.8,"Nigeria",1215,4280,"False","False","2017-01-19 17:04:13","True","False",4280,0.65,0.35
333,"07/02/2021",1411098480685297664," July 4th we celebrate “Liberty in the Digital Age and how Bitcoin represents one of the few remaining beacons of hope in clawing back civil liberties, private property rights, and freedom in a world that is becoming increasingly authoritarian” ",33659.8,"United States of America",1669,142,"False","False","2019-09-28 16:46:44","True","False",142,0.265,0.05
336,"07/02/2021",1411098476235067392,"  Make bitcoin great again puto!!",33659.8,"",168,688,"False","False","2014-02-16 06:08:16","True","False",688,0.75,1
339,"07/02/2021",1411098474100232192,"My Friday evening fun time Sorry for spamming, have a good weekend! Bitcoin BTC media Crypto ",33659.8,"United Kingdom",47,271,"False","True","2013-08-21 23:39:43","True","False",271,0.6,0.225
346,"07/02/2021",1411098446879068160,", approaching 33.8k which has rejected the price multiple times over the past few days. LTF potential for a golden cross. Looking for 1HR EMA’s/MA’s to be reclaimed to reverse the death cross and push price past resistance level to at least test daily 20MA.BTCUSD BITCOIN ",33659.8,"",113,363,"False","False","2014-06-20 21:44:06","True","False",363,0.227272727272727,-0.0636363636363636
363,"07/02/2021",1411098401152847872," you should talk to  &amp;  - they never have trouble creating new $  silversqueeze fedcoin digitalyuan Bitcoin",33659.8,"Living in Infamy",600,2774,"False","False","2010-09-02 04:24:17","False","False",2774,0.327272727272727,-0.0318181818181818
384,"07/02/2021",1411098347591684096," I should buy more Bitcoin, got it",33659.8,"United Kingdom",623,489,"False","False","2011-12-10 00:47:10","True","False",489,0.5,0.5
390,"07/02/2021",1411098320899018752,"crypto The US far outranks other countries in its readiness to adopt cryptocurrency, study finds - Markets Insider  ",33659.8,"Nouvelle calédonie",3028,2101,"False","False","2011-04-15 06:40:32","False","False",2101,0.6875,-0.0125
408,"07/02/2021",1411098273105039360,"A LITTLE REMINDER TO FOR DAY TRADERS STAY SAFE traders trading trade forex bitcoin cryptocurrency market stocks crypto investors news btc money chatroom futures ",33659.8,"",1271,444,"False","False","2012-09-22 23:17:46","False","False",444,0.5,0.15625
416,"07/02/2021",1411098246659788800,""" is planning to launch Australia’s first Bitcoin ETF""Holding bitcoin in an ETF is a simple &amp; familiar way for both everyday &amp; institutional investors to access the asset class.Thanks,  of  for covering the topic",33659.8,"Australia",3236,1079,"False","False","2009-07-15 13:27:49","False","False",1079,0.447619047619048,0.10625
429,"07/02/2021",1411098205769588736,"Wyoming new DAO law is the beginning and creation of a new legal entity. Soon LLCs will be just legacies.  BITCOIN DAOFINANCE",33659.8,"",554,775,"False","False","2009-04-16 22:06:09","True","False",775,0.36969696969697,0.157575757575758
436,"07/02/2021",1411098171888050176,"Barron's Penta: Christie’s ‘Art+Tech’ Summit to Shed Light on Nonfungible Tokens         bitcoin cryptonewswire",33659.8,"United States of America",37,126,"False","False","2017-12-21 20:31:02","True","False",126,0.7,0.4
443,"07/02/2021",1411098156692082688,"Knowing that I missed out on buying Bitcoin back in the early days when it was pennies on the dollar, and seeing what has happened now.  I refuse to miss out on long term gains. Time to load the $amp boat  will be the greatest investment. NotFinancialAdvice ",33659.8,"currently on an adventure ",315,391,"False","True","2012-10-13 16:01:13","False","False",391,0.425,0.2625
451,"07/02/2021",1411098134537777152,"linkedin twitter facebook instagram tiktok socialmedia tumblr dogecoin deal gift giftshop gifts giftideas shop shopping affiliatemarketing bitcoin popcorn Enjoy $10 off Orders of $50+ - Use code IR10 - ",33659.8,"United States of America",67416,6200,"False","False","2012-06-25 04:38:20","False","False",6200,0.5,0.4
457,"07/02/2021",1411098128334290944,"‘Bitcoin Mining Council’ says 56% of all mining is sustainable: The Bitcoin Mining Council, a self-regulating group they aren’t ‘responsible” that assesses Bitcoin…   |   |  cryptocurrency Bitcoin Forex ",33659.8,"",6962,15992,"False","False","2015-10-13 01:53:50","False","False",15992,0.55,0.2
459,"07/02/2021",1411098124123246592,"Wow I just found out  is a shitcoiner now. bitcoin fuck bitclout",33659.8,"United States of America",70,446,"False","False","2009-06-25 23:39:32","True","False",446,0.8,-0.15
469,"07/02/2021",1411098087221870592,"     Behind these masks everybody looks stupid, but there was zero discussion with them whether they want to try these bitcoin wallets. They were super curious ",33659.8,"THIS VULCANO",1851,180,"False","False","2017-03-20 10:09:13","True","False",180,0.841666666666667,-0.241666666666667
478,"07/02/2021",1411098060604809216,"Top European football club to get paid in Bitcoin",33659.8,"For now, Earth",24091,23041,"False","False","2013-12-08 02:06:19","False","False",23041,0.25,0.25
488,"07/02/2021",1411098012810506240,"Bullish Hodl Bitcoin BTC XRP LTC ADA BNB XVG BAT LOOM ZEC TRX BTT PUNDIX ETN PAC DCN ‘Rich Dad Poor Dad' author Robert Kiyosaki expects an epic market crash, blames the Fed, and loves bitcoin. Here are 16 of his best tweets -  undefined",33659.8,"",567,1084,"False","False","2019-03-13 16:14:00","True","False",1084,0.5125,0.26875
510,"07/02/2021",1411097955193458688," But but BiTcOiN iS bAd FoR tHe EnViRoNmEnT!",33659.8,"",171,182,"False","False","2019-09-14 17:27:39","True","False",182,0.666666666666667,-0.875
514,"07/02/2021",1411097944674164736," is about to make GME and AMC look like child’s play. Do not miss out on this. The ultimate squeeze is on. Friendly ’s doxded and NOT SELLING. We are going to blow this MF up! Grab your bag now! Also, collect 20% of every transaction in rewards! bitcoin eth Crypto ",33659.8,"United States of America",4066,299,"False","False","2009-04-20 04:54:37","False","False",299,0.75,0.3662109375
516,"07/02/2021",1411097936453423104,"  Ok the bitcoin supply hit the spot by itself hehe for the book i think its kinda poetic writing not literal in a sense so it allows misinterpretations",33659.8,"Greece",7,149,"False","False","2020-12-01 14:21:36","True","False",149,0.625,0.4375
524,"07/02/2021",1411097917046337536," I'm thankful to this site for shining a light on dodgy Bitcoin accounts:",33659.8,"United Kingdom",5665,5922,"False","False","2010-02-17 22:23:55","True","False",5922,0.7,0.4
532,"07/02/2021",1411097890890551296,"      Just a thought. I'm familiar with their management framework (I adapted it to industrial context at our water remediation plant). I'm got some thoughts on how the water rights in the west subsidize alfalfa production and it's influence on the beef market. Bitcoin fixes it.",33659.8,"",546,475,"False","False","2012-04-04 18:56:38","True","False",475,0.5,0.375
546,"07/02/2021",1411097852684779520,"Fedcoin is not only not similar to bitcoin. It actually makes the current system even worse. ",33659.8,"",288,1034,"False","True","2020-03-08 23:55:27","True","False",1034,0.5,-0.08
580,"07/02/2021",1411097744609927168,"New Post: Cambridge and IEA data shows bitcoin carbon intensity peaked last yearLink: bitcoin btc crypto cryptocurrency",33659.8,"",174,511,"False","False","2020-05-17 08:02:51","True","False",511,0.260606060606061,0.0681818181818182
586,"07/02/2021",1411097733327380480,"EXXON MOBIL is like ""Hey, Grand Solar Minimum guys. we will give you 100 bitcoin if you can figure out how to pin this on Biden or al Gore.""",33659.8,"United States of America",2659,5000,"False","False","2009-05-26 21:11:32","True","False",5000,1,0.5
587,"07/02/2021",1411097731268067328,"To all my Siacoin HODLERS don’t just tag sc tag other cryptos and cryptocurrencies so this gets the recognition it deserves. Bitcoin altcoins 4thofJulyWeekend blockchain coinbase HODL  MORE PEOPLE NEED TO KNOW ABOUT THIS AMAZING COIN!   ",33659.8,"United States of America",12,505,"False","False","2017-04-18 23:11:24","True","False",505,0.591666666666667,0.375
590,"07/02/2021",1411097726692085760,"I thought we were going to have a bloody weekend?  bitcoin ",33659.8,"everywhere ",88,483,"False","False","2014-04-17 20:57:54","True","False",483,0.9,-0.8
592,"07/02/2021",1411097725165346816," JP, what are these stablecoin conspiracy theories? Do you mean the long-running idea that Tether controls Bitcoin's price?",33659.8,"United Kingdom",63511,5119,"True","False","2010-01-01 15:52:54","False","False",5119,0.6875,-0.3125
593,"07/02/2021",1411097724036911104,"New Post: Altcoin Roundup: Smart investors don’t just buy dips, they dollar-cost averageLink: bitcoin btc crypto cryptocurrency",33659.8,"",174,511,"False","False","2020-05-17 08:02:51","True","False",511,0.548701298701299,0.175324675324675
600,"07/02/2021",1411097707163361280," All the big hedge funds and banks are now moving into Bitcoin. You are so late to it at this point, your tweet is absurd",33659.8,"United Kingdom",121,796,"False","False","2012-08-17 02:42:47","True","False",796,0.566666666666667,-0.266666666666667
605,"07/02/2021",1411097699361853440,"is mining crypto dangerous? bc i’ve been doing it for a while but my parents seem negative to at least bitcoin and i constantly get ads for crypto now but my friend assured me it was fine",33659.8,"ot5 | norway",126,133,"False","False","2017-11-29 13:32:21","True","False",133,0.506666666666667,-0.156666666666667
612,"07/02/2021",1411097673717923840,"Demand For Bitcoin Is “Drying Up” At A Disturbing Rate And Ethereum Is Rapidly Catching Up ",33659.8,"",2183,515,"False","False","2013-12-27 13:54:05","False","False",515,0.85,0.05
640,"07/02/2021",1411097612095213568,"[1h] Bitcoin market is weakly trending up current momentum suggests the market is neutral. investing money currency visit:  for more!",33659.8,"",415,193,"False","False","2015-08-24 14:03:05","False","False",193,0.508333333333333,0.0833333333333333
669,"07/02/2021",1411097531665293312,"Whenever I see people hustling hard to stack fiat currency, I just feel sorry for them. Imagine working your ass off to earn 50-60% of your output after taxes, only to watch those earnings dwindle in value by 2-20% per year. Bitcoin fixes this.",33659.8,"Tel Aviv / This Hill",5312,586,"False","False","2008-10-14 00:41:39","False","False",586,0.847222222222222,-0.263888888888889
670,"07/02/2021",1411097527403880448,"The authenticity of each transaction is protected by digital signatures corresponding to the sending addresses, allowing all users to have full control over sending bitcoins from their own Bitcoin addresses.Donate to: 3LPxvRuJNTKQrjbHypLpzFa4srrSj1dL8Dlightningnetwork",33659.8,"Global",77655,52968,"False","False","2015-05-02 16:54:25","False","False",52968,0.516666666666667,0.316666666666667
675,"07/02/2021",1411097518738391040,"Building The Case For A Potential Bitcoin False Bottom ",33659.8,"United States of America",181,212,"False","False","2020-05-24 22:49:24","True","False",212,0.8,-0.2
677,"07/02/2021",1411097510773506048,"There’s an extremely high correlation between people not understanding economics or Bitcoin - having worked for mainstream media outlets.",33659.8,"",68728,48042,"False","False","2011-02-10 03:50:02","False","False",48042,0.54,0.16
682,"07/02/2021",1411097503131475968,"Bitcoin ain't broke like a hammer ain't broke. You can do a few things with a hammer. Doesn't make it the best tool for every job.Some days it's Bitcoin ain't broke, others it's ""DeFi oN BiTcOiN"".Ethereum is a full set of tools. Success is easy when you don't have ambition. ",33659.8,"",313,355,"False","True","2020-11-04 19:56:43","True","False",355,0.356666666666667,0.376666666666667
691,"07/02/2021",1411097484147904512,"I found bitcoin in a User vault at this location! Join me playing coinhuntworld, It's awesome!  cryptocurrency 8622 ",33659.8,"Canada",43,195,"False","False","2009-03-13 02:34:00","False","False",195,1,1
702,"07/02/2021",1411097466770972672," The Big Opportunity With Bitcoin for the Coming Months Is Now. It’s up to you to make up your own mind, then take action.",33659.8,"",280,1989,"False","False","2013-06-30 05:50:57","True","False",1989,0.4,0.233333333333333
717,"07/02/2021",1411097440099373056,"Well they are certainly Not mining bitcoin What were you saying again about the environmental impact of mining Cryptocurrencies? ",33659.8,"United States of America",1780,4833,"False","False","2011-12-14 07:51:54","True","False",4833,0.571428571428571,-0.107142857142857
719,"07/02/2021",1411097435208773632,"If you don't own ShibaCoin you hate money ShibaArmy bitcoin",33659.8,"Australia",168,120,"False","False","2018-01-18 04:56:46","True","False",120,0.95,-0.1
722,"07/02/2021",1411097432079880192,"linkedin twitter facebook instagram tiktok socialmedia tumblr dogecoin deal giftshop gift gifts giftideas shop shopping affiliatemarketing bitcoin popcorn Enjoy $10 off Orders of $50+ - Use code IR10 - ",33659.8,"United States of America",67416,6200,"False","False","2012-06-25 04:38:20","False","False",6200,0.5,0.4
730,"07/02/2021",1411097416598802432," yiaytweet I would probably pick Elon so I can tweet my Bitcoin wallet and tell people I would double their money and get rich",33659.8,"Spikemuth",155,553,"False","False","2020-02-13 21:20:56","True","False",553,0.375,0.1875
733,"07/02/2021",1411097410630258688,"That's it. I'm done with Cryptocurency Who wants my  ethereum Ankr  Polygon bitcoin IOST digibyte Cardano kin Ampleforth  tron shib ample barnbridge CRO TETHER compound thegraph reserverights cryptoFree!!!! ",33659.8,"United States of America",78,220,"False","False","2017-11-12 22:50:45","False","False",220,0.1,0.48828125
735,"07/02/2021",1411097408419815424," I would take Obama’s Twitter, and maybe a couple other people with a lot of followers, and tweet that I’ll double people’s money sent to a Bitcoin address.",33659.8,"",21,215,"False","False","2018-11-24 06:54:44","True","False",215,0.1875,-0.0625
