X,Date,TweetID,Text,BTC.Price,User.Location,User.follower.count,UserFollowingCount,User.Verified,Quote.Status.,AccountCreationDate,Default.Profile.Theme.,DefaultProfileImage,TotalAccountLikes,Subjectivity,Polarity
7,6/6/2021,1.40E+18," Oh definitely, Bitcoin is the OG in the Blockchain era. Blockchain is here to stay, not so sure about the relevance of Bitcoin in a decade. Some internet companies were also transformative during the Dot Com bubble, but got surpassed by better, newer technologies at some point.",35864.55,Belgium,105,351,FALSE,FALSE,6/26/2014 14:00,TRUE,FALSE,351,0.62962963,0.333333333
19,6/6/2021,1.40E+18," I've been becoming weary of how much time it requires, I think prob b/c of the 1st reason you state.  The time &amp; windows open &amp; cutting &amp; pasting required to find the few phrases of useful info is … , well, making me think of better uses of my time. And CEO doing Bitcoin, ick.",35864.55,,631,3670,FALSE,FALSE,2/14/2009 4:14,TRUE,FALSE,3670,0.435714286,0.092857143
20,6/6/2021,1.40E+18,"Twitter CEO Jack Dorsey signalled his enthusiasm for bitcoin again, saying it is the most important thing to work on in his lifetime ",35864.55,United States of America,1417,4995,FALSE,FALSE,12/8/2017 1:44,TRUE,FALSE,4995,0.75,0.45
38,6/6/2021,1.40E+18,Day 532 of tweeting Elon and Tesla for a free Cybertruck   Elon hows your SundayMorning going?       memes memesdaily ElonMusk   Bitcoin ,35864.55,Elon's DMs,12,165,FALSE,FALSE,8/24/2017 12:26,TRUE,FALSE,165,0.8,0.4
42,6/6/2021,1.40E+18,El Salvador adopting Bitcoin as legal tender. Nayib Bukele is a very forward thinking president  ,35864.55,United Kingdom,470,833,FALSE,TRUE,3/18/2018 22:23,FALSE,FALSE,833,0.25,0.2
54,6/6/2021,1.40E+18,"So is there a such thing as Bitcoin FUD that ISN'T just deflections of the US dollar, casting all the negative things about FIAT currency onto it? Go ahead and try.",35864.55,,1653,2940,FALSE,FALSE,10/16/2016 5:02,FALSE,FALSE,2940,0.45,-0.15
58,6/6/2021,1.40E+18," I fully believe Crypto or Bitcoin is the future of finance and so far I have earn massively since I joined, thanks to  for his earning update and tips on how to earn using this auto trade platform,Thanks once again  Bitcoin",35864.55,United States of America,2,119,FALSE,FALSE,10/19/2018 20:02,TRUE,FALSE,119,0.58125,0.075
63,6/6/2021,1.40E+18," Im actually certain, if bitcoin leaves the crypto space. We will all be better off ",35864.55,,77,256,FALSE,FALSE,9/19/2020 7:06,TRUE,FALSE,256,0.535714286,0.357142857
78,6/6/2021,1.40E+18," cash out, lol... Bitcoin isn't premined... there is no ""dumping on retail""this is you ",35864.55,Heavenly Depths,182,839,FALSE,FALSE,7/28/2019 1:59,TRUE,FALSE,839,0.7,0.8
79,6/6/2021,1.40E+18,  But if someone could explain bitcoin to this 80 y/o first....  I love using  to send my invoices.,35864.55,United States of America,25,228,FALSE,FALSE,6/28/2018 14:49,TRUE,FALSE,228,0.466666667,0.375
91,6/6/2021,1.40E+18,&lt;Bitcoin Price&gt;BTC/USD(Binance): 36151.69Check Price: &lt;Headline News&gt;Harris Heads To Guatemala And Mexico To Tackle Tough Migration Issues - NPRbtc cryptocurrency bsc bitcoinRoger FedererWashingtonSquar ,35864.55,,4519,5001,FALSE,FALSE,5/31/2020 20:52,TRUE,FALSE,5001,0.833333333,-0.388888889
97,6/6/2021,1.40E+18," Looking for the next 100x coin, look no more LBY is here!  technology is the future of blockchain.  blockchain Libonomy crypto LBY Libonomy interoperable bitcoin",35864.55,,66,208,FALSE,FALSE,11/17/2020 15:15,TRUE,FALSE,208,0.208333333,-0.104166667
113,6/6/2021,1.40E+18,"The New World begins with Bitcoin and cryptocurrencies... one planet for all...the new history for 22nd and 23rd centuries. NO RACISM!!! like the old history, some we R just finding out about.the massacres that took places...Bitcoin Has NO SKIN COLOR!!!",35864.55,United States of America,98,587,FALSE,FALSE,5/22/2018 15:18,TRUE,FALSE,587,0.36969697,0.199337121
142,6/6/2021,1.40E+18,   Great article but what ‘s your view about recent decision of Salvador  to introduce Bitcoin as legal currency ? Many thanks by advance for your answer. Have a great Sunday. ,35864.55,Belgium,10110,7773,FALSE,FALSE,6/16/2016 9:03,TRUE,FALSE,7773,0.441666667,0.416666667
143,6/6/2021,1.40E+18,Illegal $25 Million Bitcoin Business Lands Man in Jail ,35864.55,,18248,10182,FALSE,FALSE,11/4/2009 18:04,FALSE,FALSE,10182,0.25,-0.3
167,6/6/2021,1.40E+18," As  mentioned during the rapid price decrease, the majority of not professional traders panic sale while institutional traders are actively buying Bitcoin",35864.55,Australia,47,234,FALSE,FALSE,3/1/2020 9:40,TRUE,FALSE,234,0.35,-0.091666667
172,6/6/2021,1.40E+18," Guten Tag, please find the unroll here: It appears that El Salvador is going to make Bitcoin “Legal Tender”…  Enjoy :) ",35864.55,Wherever threads are written..,475645,1288,FALSE,FALSE,8/11/2017 1:11,TRUE,FALSE,1288,0.566666667,0.366666667
177,6/6/2021,1.40E+18,"ETHBTC isn't bearish - Update 11)Tapped supply zone, not stopping, weekly close today above EMA13 will confirm it even more2)Ethereum will overperform Bitcoin in the next upcoming months no matter what you thinkIf ETH runs, Bitcoin doesn't die off too quickly - alts good ",35864.55,,35487,580,FALSE,FALSE,6/19/2017 19:38,FALSE,FALSE,580,0.3,0.258333333
180,6/6/2021,1.40E+18,"For Free bitcoin, paypal earnings and more currencies view how on Full video |||||||||| ",35864.55,Full video click on links,100,535,FALSE,FALSE,6/24/2020 1:51,TRUE,FALSE,535,0.616666667,0.416666667
183,6/6/2021,1.40E+18," Thankfully you don’t make (or understand) the “rules” peter. Each and every person gets to decide what is valuable to them and can mutually agree upon a unit of trade (aka money).  I’m sorry if your butt hurt that millions of people, business, and now a country decided on bitcoin",35864.55,United States of America,229,331,FALSE,FALSE,12/6/2009 8:26,TRUE,FALSE,331,1,-0.5
197,6/6/2021,1.40E+18," Nice and the greatest job sirI see this token can be fly to the galaxyJoin, buy and hodl my brother and sister      Airdrop Bitcoin Ethereum Crypto crypto EAGLE",35864.55,,3,363,FALSE,FALSE,12/13/2019 13:05,TRUE,FALSE,363,0.966666667,0.8
198,6/6/2021,1.40E+18,Crypto Week in Review: Twitter Cracks Down After Bitcoin (BTC) Scam ,35864.55,Full time interzone resident.,1268,586,FALSE,FALSE,9/10/2016 18:40,FALSE,FALSE,586,0.288888889,-0.155555556
201,6/6/2021,1.40E+18,"This will be a beginning of something great. For Bitcoin, for equality and for human rights. Start of something. Something grear  ",35864.55,Nordics,176,184,FALSE,TRUE,10/30/2018 5:55,FALSE,FALSE,184,0.425,0.4
203,6/6/2021,1.40E+18,The Inconvenient Reality Of BitcoinRead More :- bitcoin truthofbitcoin realityofbitcoin,35864.55,Worldwide,654,2337,FALSE,FALSE,9/15/2020 15:37,TRUE,FALSE,2337,0.75,-0.05
207,6/6/2021,1.40E+18,  Naughty bitcoiners against free speech! Bitcoin2021  Bitcoin Elon dogecoin ,35864.55,France,994,312,FALSE,FALSE,5/28/2012 22:41,FALSE,FALSE,312,0.85,0.175
214,6/6/2021,1.40E+18,"in case you needed a paywalled version interpretation of what happened over the weekend and is still available on YT 'for free':NYTimesVSGoogle ""After a year of isolation, it felt as if Twitter had come to life. But we were all there together""",35864.55,United States of America,696,285,FALSE,FALSE,9/7/2008 20:28,FALSE,FALSE,285,0.6,0.4
218,6/6/2021,1.40E+18, believe this is a faithful project.The projector has a lot of attractions so hopefully the project will be better in the future and will be the best.I love it.Airdrop Bitcoin BSC AirdropDetective DuiCoin BNB,35864.55,Indonesia,49,349,FALSE,FALSE,10/7/2016 1:28,TRUE,FALSE,349,0.408333333,0.333333333
228,6/6/2021,1.40E+18,I couldn’t possibly be more bullish on Bitcoin and bitcoiners. Well done everyone at BitcoinConference LFG!,35864.55,,950,241,FALSE,FALSE,8/31/2008 23:07,FALSE,FALSE,241,0.5,0.625
232,6/6/2021,1.40E+18," Not just bitcoin, the whole crypto!",35864.55,,105,331,FALSE,FALSE,12/17/2020 9:30,TRUE,FALSE,331,0.4,0.25
233,6/6/2021,1.40E+18, Thanks for highlighting this.No doubt 'Bitcoin is dictator friendly' will become another FUD point in the near future.,35864.55,United Kingdom,187,146,FALSE,FALSE,7/14/2010 8:43,TRUE,FALSE,146,0.30625,0.16875
241,6/6/2021,1.40E+18,  Bitcoin is a good hedge against inflation because there will only ever be 21 million of them. Meanwhile the govt just keeps printing dollars.,35864.55,Stolen Human planet,70,490,FALSE,FALSE,12/12/2018 1:35,TRUE,FALSE,490,0.8,0.35
256,6/6/2021,1.40E+18,This is  news from Venezuelan-Canadian bitcoiner .$30 million Series A for Happy to see  on the cap table as well.We need more Bitcoin-only funds &amp; investors in the board rooms of these companies to help them stick to the Orange Path. ,35864.55,United Kingdom,32050,2101,FALSE,TRUE,2/3/2011 18:25,FALSE,FALSE,2101,0.75,0.65
