"X","Date","TweetID","Text","BTC.Price","User.Location","User.follower.count","UserFollowingCount","User.Verified","Quote.Status.","AccountCreationDate","Default.Profile.Theme.","DefaultProfileImage","TotalAccountLikes","Subjectivity","Polarity"
8,"07/11/2021",1414248774248144896,"Airdrops Bitcoin  crypto Blockchain HamsterCoin super project      ",33905.18,"",333,1372,"False","True","2018-07-30 08:35:34","True","False",1372,0.666666666666667,0.333333333333333
23,"07/11/2021",1414248756728504320," Crapple is shit dude",33905.18,"Antarctica",291,436,"False","False","2017-04-27 12:48:59","True","False",436,0.8,-0.2
26,"07/11/2021",1414248754346082304,"  in a full collapse the internet goes with it and it's a movie.I agree with you here nobody is going to care about speculative assets. That said, I believe the world would recover under a new global standard (probably digital, not bitcoin, gov. regulated)",33905.18,"",2406,1986,"False","False","2014-06-22 14:49:40","True","False",1986,0.200909090909091,0.0972727272727273
33,"07/11/2021",1414248741859516416,"I have successfully raised an entire human but having full custody of my bitcoin scares me to death! helpme",33905.18,"La Jolla, CA",495,103,"False","False","2013-02-25 20:06:41","True","False",103,0.55625,0.296875
44,"07/11/2021",1414248725673824256,"  I think my mom got some money. She just texted me about investing in gold. And then asked about a company called Advantage Gold. I told her i think Bitcoin is going to take over for gold. How am I doing so far?",33905.18,"",695,781,"False","False","2019-01-29 22:36:34","True","False",781,1,0.1
49,"07/11/2021",1414248716077203456," Good project,as the team has been an inspiration in their innovative approaches towards achieving the project goals and visions,l am so glad to be a part of this.    Airdrops Bitcoin crypto Blockchain HamsterCoin",33905.18,"",69,541,"False","False","2020-07-03 11:51:50","True","False",541,0.866666666666667,0.566666666666667
55,"07/11/2021",1414248703926456320,"Hard for me to understand ""Influencers"" true intentions.NO ONE can have valid content feedback on any expertise on a daily basis. This just caters to a high time preference low value lifestyle that deceives you in the long run.Unfortunately a few in the Bitcoin space",33905.18,"United States of America",517,665,"False","False","2020-12-13 10:29:38","True","False",665,0.361666666666667,-0.00452380952380953
67,"07/11/2021",1414248688550035456,"Hey I joined a network called SurveyJ and earned $164 today! You get paid for surveys and posting on social media. Sign up with my link for an instant $40 signup bonus!  SurveyJ cashapp bitcoin",33905.18,"South Ogden, UT",1382,1771,"False","False","2018-06-19 14:44:13","True","False",1771,0.366666666666667,0.0166666666666667
81,"07/11/2021",1414248673073106944,"The increase in its transaction volumes is largely attributed to a rise in trading volumes. In other words, Bitcoin's popularity is a double-edged sword since the increased attention garners investment but also attracts more traders increasing the",33905.18,"Global",77572,53808,"False","True","2015-05-02 16:54:25","False","False",53808,0.43452380952381,0.196428571428571
89,"07/11/2021",1414248666139959296,"      is going parabolic. BITCOIN IS Going down while everrise is going Up. Look at this chart. Everrise is so bullish. Only going up even without releasing the Kraken ReleaseTheKraken everrise ",33905.18,"I'm Everywhere",704,1619,"False","False","2009-05-18 23:44:55","False","False",1619,0.644444444444444,-0.0777777777777778
