"X","Date","TweetID","Text","BTC.Price","User.Location","User.follower.count","UserFollowingCount","User.Verified","Quote.Status.","AccountCreationDate","Default.Profile.Theme.","DefaultProfileImage","TotalAccountLikes","Subjectivity","Polarity"
2,"07/12/2021",1414603250532192256,"This is a great and excellent project and also the reward is great. Thanks for shared this wonderful opportunity. Best wishes for all team members. Keep going and get to the success!RocketKUAPE KUCOIN KCC MEME BITCOIN KUAPEFINANCE",33331,"",165,1077,"False","False","2017-12-10 06:19:18","True","False",1077,0.666666666666667,0.8
6,"07/12/2021",1414603244853088256," project ever Thumbs upI'm very happy to be participating in this projectI hope this project will gain more popularity in the futureI hope I'm the lucky one to join this amazing projectKUAPE KUCOIN KCC MEME BITCOIN KUAPEFINANCE DEX",33331,"",16,179,"False","False","2019-12-08 10:54:25","True","False",179,0.808333333333333,0.608333333333333
8,"07/12/2021",1414603242948993024,"El Salvador’s Adoption Of Bitcoin As Legal Tender Will Stress The Blockchain — JPMorgan Reveals Why ",33331,"United Kingdom",245,128,"False","False","2020-10-07 13:29:02","True","False",128,0.2,0.2
10,"07/12/2021",1414603242898526208,"project ever Thumbs upI'm very happy to be participating in this projectI hope this project will gain more popularity in the futureI hope I'm the lucky one to join this amazing projectKUAPE KUCOIN KCC MEME BITCOIN KUAPEFINANCE DEX IDO",33331,"",15,366,"False","False","2020-09-24 21:30:55","True","False",366,0.808333333333333,0.608333333333333
16,"07/12/2021",1414603237504679936,"  This is a great and excellent project and also the reward is great. Thanks for shared this wonderful opportunitt. Best wishes for all team members. Keep going and get to the success..    KUAPE KUCOIN KCC MEME Bitcoin KUAPPEFINANCE",33331,"Google maps",25,626,"False","False","2020-03-11 09:49:45","True","False",626,0.571428571428571,0.728571428571429
24,"07/12/2021",1414603227836796928," Very cool project, hopefully in the future it can be even more successful for the team KUAPE KUCOIN KCC MEME BITCOIN KUAPEFINANCE",33331,"",127,1705,"False","False","2020-01-14 21:24:36","True","False",1705,0.605,0.42625
31,"07/12/2021",1414603223952941056," If you are interested or new in crypto, the best crypto to invest in is bitcoin. If you need guidance or a professional to show you the ropes on how to maximize profits in bitcoin in both term and long term, Shoot me a DM If you are interested.",33331,"United States of America",2273,1532,"False","False","2019-07-04 09:51:47","True","False",1532,0.375757575757576,0.281060606060606
39,"07/12/2021",1414603218768781312,"Some of you think you're a ""toxic Bitcoin maximalist"" but you're not, you're just a fucking arsehole using TBM as a cover. ",33331,"The River Stax",710,709,"False","True","2009-05-01 10:56:40","False","False",709,0.8,-0.6
41,"07/12/2021",1414603210329894912,"Crypto Top 5 24H Vol vs. Circ Supply by Highest Volume Bitcoin 0.59M of 18.75M (3.15%) Ethereum 6.57M of 116.66M (5.63%) Bitcoin Cash 6.41M of 18.79M (34.12%) Ethereum Classic 53.45M of 128.48M (41.60%) EOS 476.95M of 960.49M (49.66%)",33331,"United States of America",1301,158,"False","False","2018-01-15 02:10:54","False","False",158,0.333333333333333,0.333333333333333
73,"07/12/2021",1414603167824707584," Best project ever Thumbs upI'm very happy to be participating in this projectI hope this project will gain more popularity in the futureI hope I'm the lucky one to join this amazing projectKUAPE KUCOIN KCC MEME BITCOIN KUAPEFINANCE",33331,"",143,1010,"False","False","2019-03-30 14:00:17","True","False",1010,0.706666666666667,0.686666666666667
