X,Date,TweetID,Text,BTC.Price,User.Location,User.follower.count,UserFollowingCount,User.Verified,Quote.Status.,AccountCreationDate,Default.Profile.Theme.,DefaultProfileImage,TotalAccountLikes,Subjectivity,Polarity
4,6/24/2021,1.41E+18,"I love them cheap sats,can we get lower ??I'll gladly take your bitcoin off your hands!",33992.46,,68,310,FALSE,FALSE,1/31/2018 22:04,TRUE,FALSE,310,0.766666667,0.508333333
17,6/24/2021,1.41E+18,"   No one knows the next crypto move. But by now, everyone should have their game plan either way. You’ve had more than enough time to plan.Bitcoin  ",33992.46,United States of America,251,150,FALSE,FALSE,10/5/2011 21:36,TRUE,FALSE,150,0.35,0.025
28,6/24/2021,1.41E+18,"  He is referring to the fact that  transactions consume very little energy and are better for the environment. According to the Ripple website,  transactions are 57,000x more efficient than Bitcoin ones.",33992.46,Not legal or financial advice!,16580,3960,FALSE,FALSE,8/3/2020 8:00,TRUE,FALSE,3960,0.55,0.252083333
29,6/24/2021,1.41E+18, Good Project    cryptocurrency BSC Bitcoin Ethereum ETH Airdrop bounty HANSHU Hanshuinu AirdropStario,33992.46,,88,1057,FALSE,FALSE,4/17/2013 14:37,TRUE,FALSE,1057,0.6,0.7
51,6/24/2021,1.41E+18,"If you believe in Bitcoin long term, then nothing has changed of late but the price.",33992.46,,1282,1124,FALSE,FALSE,9/26/2019 6:43,TRUE,FALSE,1124,0.5,-0.175
53,6/24/2021,1.41E+18,"Who created Bitcoin?BTC is the first implementation of a concept called ""cryptocurrency"", which was first described in 1998 by Wei Dai, suggesting the idea of a new form of money that uses cryptography to control its creation and transactions, rather than a central authority.",33992.46,Global,77587,51767,FALSE,FALSE,5/2/2015 16:54,FALSE,FALSE,51767,0.34280303,0.159090909
55,6/24/2021,1.41E+18," No one knows the next crypto move. But by now, everyone should have their game plan either way. You’ve had more than enough time to plan.Bitcoin  ",33992.46,United States of America,251,150,FALSE,FALSE,10/5/2011 21:36,TRUE,FALSE,150,0.35,0.025
59,6/24/2021,1.41E+18," an I wer closer than most would have thought  it’s been emotional, what a fucking legend of a man, what a life to live! hero mcafee Bitcoin ",33992.46,,93,391,FALSE,FALSE,2/27/2015 14:24,TRUE,FALSE,391,0.6125,0.017613636
69,6/24/2021,1.41E+18,  Though I don’t particularly believe in any of the promises of Bitcoin there are better buying opportunities in my mind then now if you have the courage not to buy.,33992.46,United States of America,436,4860,FALSE,FALSE,4/23/2016 13:27,FALSE,FALSE,4860,0.416666667,0.333333333
77,6/24/2021,1.41E+18,"More from : “We are reluctant to abandon our negative outlook for Bitcoin and crypto markets more generally,” JPMorgan strategists say  via ",33992.46,United States of America,867,4923,FALSE,FALSE,1/14/2011 1:36,FALSE,FALSE,4923,0.475,0.1875
81,6/24/2021,1.41E+18," ""Bitcoins?""  Drop the ""s"".  You are announcing you are a noob.But still a great signal.  Smart candidate.  It is nice to see Bitcoin rise in stature.",33992.46,,40,114,FALSE,FALSE,6/28/2013 13:39,TRUE,FALSE,114,0.797619048,0.538095238
92,6/24/2021,1.41E+18,"Bitcoin Exchange Founders Missing After ""Hack."" So Is $3.6 Billion",33992.46,,2000,986,FALSE,FALSE,8/26/2009 3:34,FALSE,FALSE,986,0.05,-0.2
103,6/24/2021,1.41E+18,"I laughed a bit too hard at the point where  argued that BitCoin =   The debate via  is from 2018. Still uber-relevant in a year in which BTC has soared close to $ 65 000, and then sunk back to $ 30 000.",33992.46,,212783,708,FALSE,FALSE,11/5/2010 6:15,FALSE,FALSE,708,0.247222222,0.136111111
112,6/24/2021,1.41E+18,Thanks doge!!  + 105 000 instant ! Amazing $doge team !!!eth $eth dogecoin ethereum bitcoin $btc btc,33992.46,,189,514,FALSE,FALSE,7/13/2020 2:51,TRUE,FALSE,514,0.588888889,0.4375
120,6/24/2021,1.41E+18, Any decentralized enitity whether in war or currency wins; the time spent over there honestly led me on the journey of bitcoin,33992.46,,28,369,FALSE,FALSE,7/1/2017 17:39,TRUE,FALSE,369,0.4,0.266666667
121,6/24/2021,1.41E+18," No one knows the next crypto move. But by now, everyone should have their game plan either way. You’ve had more than enough time to plan.Bitcoin  ",33992.46,United States of America,251,150,FALSE,FALSE,10/5/2011 21:36,TRUE,FALSE,150,0.35,0.025
126,6/24/2021,1.41E+18,Part of the problem is that Koreans know what's happening on the commerce side better than the rest of the world so they're buying it up while English speakers sit there scratching their heads wondering why.,33992.46,United States of America,43453,1706,FALSE,FALSE,1/11/2009 18:01,FALSE,FALSE,1706,0.25,0.25
138,6/24/2021,1.41E+18,Free Crypto BOT copied all Signals via Cornix Bot &amp; Crypto Signal on Mobile App – Bitcoin Forum ,33992.46,,992,968,FALSE,FALSE,10/18/2016 21:54,FALSE,FALSE,968,0.8,0.4
